"RT @LostinMumbai: @TheOfficialSBI @PMOIndia The SBI ATMs have not open since announcement in Malad Mindspace,Mumbai. We are waiting 2.5hr i",Displeasure
@KotakBankLtd .. Ramya Srika nd Anil DJ  from your Koramangala branch refused to exchange our currency.@PMOIndia @narendramodi,Displeasure
@neha_aks @TheOfficialSBI but why ID proof is needed when passbook / ATM card is there,Displeasure
@TheOfficialSBI you should have to give special treatment for the pensioner to get life certificate it's worst service of sbi.,Miscellaneous
RT @bantasavrait: I don't understand why do @HDFCBank_Cares uses @BlueDartTweets as courier provider. They never call &amp; send stupid message,Miscellaneous
RT @gmots: @ICICIBank @ICICIBank_Care why does this include KYC verification for KYC compliant accounts..  Painful,Miscellaneous
@TheOfficialSBI you confirmed to open ATM at 11th.i tried 12:30 AM till 03:30 pm.none of the ATM is working. None of having cash&amp; shtr down,Displeasure
I made a mistake of applying for @TheOfficialSBI credit card.. now they keep calling me 5 times a day for health cover.. WTF.. SBI?,Miscellaneous
@KotakBankLtd u are working but still ATM are not filled for last 3 days. Switching all my accounts 2 other bank. @udaykotak,Displeasure
@AxisBankSupport the location is - malvani block 5 near the police station.,Miscellaneous
@RBI @YESBANK @AxisBank @HDFC_Bank @KotakBankLtd @narendramodi even RBI helpline number is not picked up.,Displeasure
@AxisBankSupport please read carefully,Miscellaneous
@TheOfficialSBI here we are suffering in SBI branch Padma Market in Bahraich. Officers says no banking after 5:00pm https://t.co/O8WVbdTqcS,Displeasure
@AxisBank @AxisBankSupport Kindly check if it has been submitted or not. I have done but I dont know if it has been submitted or not.,Miscellaneous
@HDFCBank_Cares If you are deducting something atleast have courtesy to inform in proper manner @rsprasad @arunjaitley,Displeasure
RT @mayankkamothi: @KotakBankLtd your #ATM not working. And have complain many time to bank they are not taking any action. #kamchor #badse,Displeasure
"@ICICIBank_Care Beyond the obligatory ""we'll look into this"" calls, there is has been absolutely no progress.",Displeasure
"@SBICard_Connect - My CC is wrongly charged. I am in Italy, need quick support.

#help @TheOfficialSBI Call me at +39 334 268 6018",Miscellaneous
"@TheOfficialSBI visited Naupada, Thane Br. Talked to some Customers in Q. They understood n appreciated limitations n problems of Staff.",Compliment
All banks need to do special arrangement for senior citizens @TheOfficialSBI @ICICIBank @HDFC_Bank #CashRush,Miscellaneous
"@AxisBankSupport location 2 Axis Bank ATM

https://t.co/kDZq7ifyL3",Miscellaneous
RT @cityboylk: @ICICIBank_Care @ICICIBank @UfterYou @RBI whn repo rate is reduced. Does tht mean consumers wuld pay same EMI. Excuses that,Miscellaneous
@AxisBankSupport I cant activate Axis Mobile app;Error Msg-Generic Failure/SMS NOT SENT;I tried from diff networks n phones with regiserd no,Miscellaneous
"Hi, @TheOfficialSBI, I have an a/c in Kolkata, and a Maestro card. But I'm in Mumbai and urgently need to change phone details. Help!",Miscellaneous
"Feeling of being common man..845 am, @HDFC_Bank ATM, kotla mubarakpur thana..nearby @TheOfficialSBI ..server hanging and no cash...",Displeasure
Great to see  @HDFC_Bank informing their customers about smooth transaction process. Well done @HDFCBank_Cares,Compliment
"@GulPanag @KotakBankLtd mam FM says no enq on 2.5 l  but in case of Companies tax exemption is ""nil"".  they get huge tax gain. Why this?",Miscellaneous
"@HDFCBank_Cares been to three ATMs today and none of them worked. Bhakti Park, Chembur &amp; Ghatkopar",Displeasure
"@TheOfficialSBI @vinod8595 
In Lucknow which ATM ???",Miscellaneous
"@ICICIBank   why is @ICICIBank m block , Gk2 not allowing non gk 2, non wealth customers not to exchange notes. @ICICIBank_Care",Displeasure
"@KotakBankLtd  
Guys please be very precise with whatever info you are passing on to your customers. YOU GUYS THINK ARE WE FOOLS.",Displeasure
"Is this even true, please confirm @RBI @TheOfficialSBI @PMOIndia @narendramodi @ANI_news @arunjaitley @AxisBank https://t.co/vEYJ9Cp1XP",Miscellaneous
@TheOfficialSBI sir no money in SBI ATM NEAR BRANCH 04729.AND NO CASH IN THIS BRANCH.I HAVE NO MONEY.PLZ DO SMTHG.,Displeasure
"@TheOfficialSBI Thanku very much for your support, looking forward to make a better India.",Compliment
@TheOfficialSBI big disappointment. Being such a big organisation. Start taking some responsibilities. Time is precious unlike ur employees.,Displeasure
"@narendramodi @arunjaitley @TheOfficialSBI
Extending the logic, it will lead to only best option #PlasticMoney #DebitCard b forced in system",Miscellaneous
@TheOfficialSBI #dont make false claims!,Displeasure
"@HDFCBank_Cares #HDFCNREBankingFails worst customer care experience, asked to check why I didn't recv ATM? when they can let u know? 7 days",Displeasure
measures taken by @ICICIBank @ICICIBank_Care @CKforCleanIndia https://t.co/VU6qCWFoqV,Miscellaneous
"@AxisBankSupport  Dear Sir/Madam there AXIS BANK HOME LOAN,ASHA HOME LOAN,HAPPY ENDING HOME LOAN &amp; SUPER SAVER HOME LOAN. but not PMAY",Miscellaneous
"Watch | @TheOfficialSBI Q2 net down 35% at Rs 2538 cr, asset quality worsens https://t.co/2YqTBIbMOo #Q2Earnings https://t.co/Q1owHThuWa",Miscellaneous
"@TheOfficialSBI , Have just marked mail to you...pls read carefully and see how ur officials are working. 200+ mails can not work psu banks.",Miscellaneous
