"@HDFCBank_Cares 
Can I deposit the cancelled notes of rupees 500/1000 in saving account everyday????",Miscellaneous
@TheOfficialSBI how to open a minor account for my newborn daughter? I am an existing customer of SBI,Miscellaneous
@AxisBankSupport @nitin_sarohival There's no service to the priority customers.  The managers doesn't answer at all https://t.co/DLOyEz8DHb,Displeasure
@TheOfficialSBI Do not make us fool if you really wish inform all your branches to provide at list drinking water,Displeasure
"@HDFCBank_Cares Today I got the bill, included the dispute amount and financial charges 1262.62, even After paying the remaining amount.",Displeasure
@TheOfficialSBI your fix deposit interest rate is lower than others bank,Displeasure
@bankofbaroda Am not able to register for net banking,Displeasure
@KotakBankLtd thanks for your quick reply..pls do the needful..,Displeasure
"@TheOfficialSBI received Rs 53,000 crore deposits on day one. #BlackMoney #BlackMoneyFight #ByeByeBlackmoney https://t.co/ZJPe3ES8Tg",Compliment
@ICICIBank_Care your most of ATMS are not working &amp; customers are facing problem +no extra cash counters in your branches,Displeasure
"@KotakBankLtd @KotakBankLtd  
Incovienence at Ghatkopar east branch at MG road mumbai 400077 my number 9594130130
P https://t.co/uejDzt5H7U",Displeasure
@TheOfficialSBI Are  you Hacked or What ? Server Down?,Displeasure
@ICICIBank @TheOfficialSBI Mobile ATMs will bring huge relief if you bring them on ...,Displeasure
@HDFCBank_Cares Could you please tell me the bank timings for tomorrow?,Miscellaneous
@TheOfficialSBI Here in Telco colony Jamshedpur still all shutters of your ATM are down....not d case of shortage.....,Displeasure
@HDFC_Bank @HDFCBank_Cares HDFC Tinsukia (Assam) branch is refusing to encash self chq from my cos current a/c..same scene yesterday &amp; today,Displeasure
@FinMinIndia banks are not open yet  pls do needful @PMOIndia @TheOfficialSBI,Displeasure
@AxisBankSupport thanks for no reply and no action on the operation head we have a total 15 accounts in my family alone we will close all,Displeasure
@ICICIBank_Care I am yet to get a response.,Displeasure
"Retweeted State Bank of India (@TheOfficialSBI):

In the light of recent events, we want to assure you that, at... https://t.co/vdpqHEHBC9",Miscellaneous
"@TheOfficialSBI Why don't u start selling EDC Machine to small business vendor, to increase bank Busniess and cashless transactions.",Miscellaneous
@AxisBankSupport MasterCard not working since yesterday. Why are card transactions blocked??,Displeasure
@ICICIBank_Care please!,Displeasure
@ICICIBank_Care I hope by Monday at least things are better,Displeasure
@AxisBankSupport Documents submitted on 18 October. Does it take a month to decision a credit card?,Displeasure
@vgiroti @HDFCBank_Cares @HDFC_Bank I am surprised u still applied after being rejected twice,Displeasure
"@drsanjaysoni @AxisBankSupport Hi, were sorry about the bad experience you had at our branch. Thanks for bringing this to our notice.(1/3)",Miscellaneous
"RT @ICICIBank_Care: @ashuvaani Hi, charges related to transactions at ICICI Bank ATMs by ICICI Bank customers will be waived till December",Miscellaneous
"@TheOfficialSBI @narendramodi No proper system, no bank official knows anything, pathetic situation at Kakinada Treasury Branch",Displeasure
"@TheOfficialSBI Banking with u is a borderline harassment- ur call centres only ask 2 visit d branch, ur staff gives half info, total waste!",Displeasure
"@ICICIBank_Care @narendramodi @PMOIndia it's 9.42, 12 mins past usual start time.still bank is not operational. #longqueues #peoplewaiting",Displeasure
@AxisBank @AxisBankSupport respond when... https://t.co/xDhlq4rbtY,Miscellaneous
"@frittzeegirl @AxisBankSupport Hi, please visit your nearest Axis Bank branch along with KYC documents for further assistance.",Miscellaneous
"@TheOfficialSBI entertaining ONLY der CUSTOMERS for denomination exchange.
@narendramodi @UrjitPatelRBI #Rs500andRs1000 #PaisaPaisaNaRaha",Displeasure
"@TheOfficialSBI doing #DeMonetisation service in very poor way &amp; ignores all other basic services, projecting themselves busy all the way.",Displeasure
"@Pratik_Bhartia @AxisBankSupport Hi, please visit https://t.co/lRo11NcCAX and share the (1/2)",Miscellaneous
Hey @HDFCBank_Cares @HDFC_Bank this is not as per rules https://t.co/l6RqdLdcXo,Displeasure
@TheOfficialSBI your onlinesbi page doesnt even open today and you claim of smooth experience. totally useless,Displeasure
@KotakBankLtd can you please confirm if Kotak bank hinjewadi ATM would be replenished today or not,Displeasure
"I thanks @bankofbaroda #Kolhapur #Shahupuri Brach . Frm last 3 days they r working Superbly #HattssOff 
#Tea https://t.co/rqGojiuymB",Compliment
"@KotakBankLtd 
Can you help me in getting Service Request No:1-5955635753 closed.
Its going on from last 2 months.",Displeasure
"SBI, Ldh giving cash to only own customers @PMOIndia @TheOfficialSBI @ArvindKejriwal @OfficeOfRG @indiantweeter 
https://t.co/9woK2ioaTE",Displeasure
@HDFCBank_Cares r u people not ashamed of poor services and commitment level? should i close my account and get rid of hdfc?,Displeasure
