"@bankofbaroda @PMOIndia @RBI 
Bank of baroda sidhi m.p  denied  note exchange of other banks.
Who is responsible for these type of acche din",Displeasure
@bankofbaroda your worst service,Displeasure
@TheOfficialSBI @AxisBank staffs don't keep face like orangutan we don't need ur money we just want ours we are human beings keep smile,Displeasure
@ICICIBank The self chq towards which funds were denied was drawn on a Privilege banking account! @ICICIBank_Care avoid this fraud bank,Displeasure
@HDFCBank_Cares i open a/c on 25/10/16 but still no service is working ie net banking mobile banking atm nothing is working,
@bankofbaroda ur stock exhaust within no time. Ur branch manager is doing conspiracy and favour in Khetrajpur Sambalpur odisha @arunjaitley,Displeasure
@ICICIBank_Care how much time does it takes to reflect a cash deposit made in the branch into an icici account?,Miscellaneous
"cap on ATM transaction is still effective?
@TheOfficialSBI @HDFCBank_Cares @arunjaitley @RBI @narendramodi",Miscellaneous
How to block Debit card ...@AxisBankSupport,Miscellaneous
@AxisBankSupport Being an An axis Bank customer should I accept some assistance.Worst Customer support till now,Displeasure
@AxisBankSupport you should have to give priority to Axis Bank customers who have accounts in @AxisBank other bank customers are in line.,Displeasure
"@PMOIndia @TheOfficialSBI 
I saw a news that the retiree or deceased  member Provident Fund money will be settled within 7 days. However 1/4",Miscellaneous
Finally got through to the customer care no (trust me it isn't easy) &amp; registered complaint @KotakBankLtd,Displeasure
@KotakBankLtd no news from kotak nothing is more frustrating then poor customer service and false promises,Displeasure
RT @TheOfficialSBI: @travellerAmit New PIN may also be generated by calling 1800 11 22 11 or 1800 425 3800 toll free.,Miscellaneous
@KotakBankLtd @DhruvSonagra  I don't think will receive call back,Miscellaneous
@KotakBankLtd check all the transition of my account after u will revert me because u deduct my money above then 400,Displeasure
"@akshaypandt @AxisBankSupport Hi, please share the details at https://t.co/A4FFAoC4zu",Miscellaneous
Most of ATM's of all major banks still out of service in Bhiwandi city(421302).@SBICard_Connect @HDFCBank_Cares @ICICIBank @AxisBankSupport,Displeasure
RT @smritimoy: Pin code 700156. No cash anywhere in any ATM . Not sure of Kolkata and West Bengal.@RBI @TheOfficialSBI @HDFC_Bank @ICICIBan,Miscellaneous
I request everyone to inform others if you find less people in any #ATM or #ATM out of order. Share this. @ICICIBank_Care @HDFCBank_Cares,Miscellaneous
"@linganikhil8 @AxisBankSupport Hi, please elaborate your concerns at https://t.co/lRo11NcCAX for us to help you.",Miscellaneous
@AxisBankSupport is this compulsory to give Xerox copy of id while applying for exchange 500 and 1000 notes.,Miscellaneous
@HDFCBank_Cares Sir why r u not replying to me..,Miscellaneous
"@MaccharManJr @AxisBankSupport Hi, please refer the following link https://t.co/yQD7g1ioSO pertaining to your concerns. (1/2)",Miscellaneous
"RT @TheOfficialSBI: From withdrawals to deposits, we're making sure that customers have a seamless banking experience. #BankOnSBI https://t",Compliment
@TheOfficialSBI will appreciate if your TAT will take less time,Displeasure
".@TheOfficialSBI's Q2 standalone net profit falls 35 percent on higher bad-loans provisions
https://t.co/8f47yWzIAO https://t.co/40w4AuEA4S",Miscellaneous
@HDFCBank_Cares My number is in national DND registry. That should suffice. Can't delist from every bank. Can you take action on your team?,Miscellaneous
@ICICIBank_Care stop the rhetorics,Displeasure
RT @sowmyarao_: So @HDFCBank_Cares telling me I can't open a bank account w/o Aadhar. Ridiculous. @HDFCLIFE is this your official policy? @,Displeasure
@ANI_news @TheOfficialSBI lots of effort put in by all staff from banks across nation @arunjaitley @AskAnshul @uttara66 @drshraddha16 @dna,Compliment
"@PMOIndia @ICICIBank_Care @ICICIBank  hosur road, bengaluru branch is not adhering to the rules by RBI by cash deposit. For less than 4000",Displeasure
@KotakBankLtd  will do,Miscellaneous
"@jagograhakjago i lodged a complaint against @kotaksync @KotakBankLtd  and no response. 
Its been over a month now.",Displeasure
@HDFCBank_Cares I am UK citizen who just came back from India and bought  back some ind currency.  How can I exchange here in UK.,Miscellaneous
@TheOfficialSBI still no response,Displeasure
"RT @VikasDatta: @narendramodi @PMOIndia @TheOfficialSBI SBI ATMs are not working in Gurgaon New Colony Branch, Sector 10A. Need to withdraw",Displeasure
@NewsX @OfficeOfRG @TheOfficialSBI @INCIndia @BJP4India he is misinformed for SBI as Swiss Bank of India...,Miscellaneous
@ICICIBank_Care it is just resolved now ! Thanks,Compliment
"RT @AxisBankSupport: Some ice cream, a couple of episodes of your favorite show, and then off to bed! How's that for a plan tonight? See yo",Miscellaneous
@bankofbaroda Counting on you guys! Thanks for the prompt response.,Compliment
@ICICIBank @ICICIBank_Care Your credit card issuance team needs to learn some basic phone etiquette and how to provide service.Disappointing,Displeasure
@TheOfficialSBI Pl check every video find who is treated them  in which way...,Miscellaneous
@suchetadalal Naveen Rao and team doing a fine job at @KotakBankLtd Linking Road branch.,Compliment
@KotakBankLtd can the payment due on Kotak c card be paid in cash using old denomination notes? Juhu br unaware of the same so unable to pay,Miscellaneous
"@AxisBankSupport Hi... Unable to use the Debit Card...Everytime when used ""Invalid Card"" message is thrown.. help !!",Displeasure
Hope that banks find a solution. Should adopt token system to regulate long queues.@RBI @TheOfficialSBI @mdpnb https://t.co/zcJmjloBr9,Miscellaneous
"@AxisBank @AxisBankSupport ""Pathetic support. Making me run pillar to post for simple address update. No fun being a ""PRIORITY CUSTOMER""",Displeasure
"@TheOfficialSBI Sir,my sister marriage on 28 Nov but we are unable to withdrawal huge amnt from bank..so sprt req.for withdrawal huge amnt.",Miscellaneous
"@ICICIBank_Care hi, I know you guys are overworked but a refund from @amazonIN is stuck. Could you please help?",Displeasure
MCLR interest  benefit  not passed to old base rate system of home loan without penalty. Please help with guideline @RBI @TheOfficialSBI,Miscellaneous
@ICICIBank_Care Id like to thank Mr. Gautam and the BM at Itanagar branch. Im a tourist from mumbai and was in a fix. Had no cash 1/2,Compliment
@TheOfficialSBI stll at 2 no cash am student away from home in Dehradun hv no cash in my wallet https://t.co/bnBiDIewYD,Displeasure
"@AxisBank @AxisBankSupport as usual ur atm at kalyan west, adharwadi junction is not functioning",Displeasure
"RT @me_indian: .@ICICIBank @ICICIBank_Care @TheOfficialSBI @bankofbaroda @HDFC_Bank 
start max. ATM with only 100/- notes for now. replenis",Miscellaneous
"RT @TheOfficialSBI: @rajatguleria9 Chequebook request may also be placed through ATMs, mobile banking and SBI Mingle. (2/2)",Miscellaneous
"@HDFCBank_Cares opened a regular saving acc, which requires a cheque of 10k. Deposited cheque but cheque returned due to 1/n",Displeasure
@srirambjp Great job @ICICIBank_Care really commendable job. Hope media shows how to solve situation rather than create chaos for you all,Compliment
@HDFCBank_Cares but for depositing the cheque and the way you people treat your customer.. its totally frustrating..,Displeasure
@KotakBankLtd - Very good customer service at#kotak alkapuri branch #baroda#Gujarat.I congratulate the team and branch head for this.,Compliment
@HDFCBank_Cares Excellent service by Saligramam branch HDFC Bank employees 4 deposit n exchange of old currency.,Compliment
@TheOfficialSBI i was doing payment today to but transaction not done online site gives an error. Todays online payment will not accepted?,Displeasure
"@HDFCBank_Cares kindly clarify, do we have to provide photocopy of identity which we mention for 500/1000 notes exchange.  @RBI",Miscellaneous
"@TheOfficialSBI I cannot do this, as I'm on viewing rights. To submit application for Full Transaction right, I nee https://t.co/74cDE07hlR",Displeasure
@arunjaitley sir it seems pvt banks like @HDFC_Bank @ICICIBank r smart 2 implmt chngs bt govt like @TheOfficialSBI lagging to adopt d chngs,Miscellaneous
"This statement frm @TheOfficialSBI chairperson is unacceptable!
Reason for most chaos
Sarkari will remain sarkari https://t.co/zIcpmPe60p",Displeasure
"@CNBCTV18Live @TheOfficialSBI 
53000 CRORES deposited in SBI on 10th 11th.  Very good.",Compliment
RT @mediacrooks: &gt; @TheOfficialSBI @ICICIBank @HDFC_Bank &amp; others .. Please do this on your own w/o instructions .. https://t.co/LE5cK2YJCv,Miscellaneous
@TheOfficialSBI Thanks for your kind consideration.,Compliment
#DeMonetisation This is the #chaos at @TheOfficialSBI bank at chandni chowk @abpnewstv @indiatvnews Oh man! https://t.co/MAo8rEdOlM,Displeasure
@HinduHangout @HDFC_Bank @TheOfficialSBI @sunandavashisht Cash crunch of the permitted denomination made me to withdraw.I didn't deposit.,Miscellaneous
"@TheOfficialSBI 
Congratulations
it's Result of efforts &amp; Hardwork of your SBI Team

Hope I too win in #DiwaliMoments Contest
For my efforts",Compliment
"@HDFCBank_Cares i sent DM , plz let me know asap",Miscellaneous
"@ICICIBank_Care #icici ATM not working in #Bangalore , when it may start to work.. ??",Displeasure
Pls give priority to Sr Ctzns  @TheOfficialSBI @AxisBank @ICICIBank @HDFC_Bank  https://t.co/bU9Ot6f0eO,Miscellaneous
RT @TheOfficialSBI: @rajatguleria9 You may apply online for a new Cheque book. Visit https://t.co/eo6c9Kxf9w for a video tutorial. (1/2),Miscellaneous
@AxisBankSupport My company really did a great mistake opting your Axis Bank Meal Card instead of sodexo. Pathetic service by you guy.,Displeasure
@HDFCBank_Cares From accounts@mantraventures.com to support@hdfcbank.com.,Miscellaneous
@TheOfficialSBI all ATM in Noida closed because of no currencies,Displeasure
"Notes r changing, it's time we change too &amp; promise to #Care4Currency @TheOfficialSBI @gauravvkchawla @rohansippy https://t.co/0UTHWWqPMm",Miscellaneous
@RBI @TheOfficialSBI It's 9.30 already.But this branch of SBI is still been closed.I thought it'll open1 hour befor https://t.co/37CxYw4jI6,Displeasure
@HDFC_Bank they call preferred customers today unable to use any of the banking facility really disgusting @HDFCBank_Cares,Displeasure
@TheOfficialSBI 14 Days took to credit the amount..very bad service,Displeasure
"@ICICIBank_Care inspite of ur announcement to be opened till 8 pm ur branches hv bn closed at 5 pm
@PMOIndia all ur rules are for common man",Displeasure
"@TheOfficialSBI hi we are hiring for HR Managers &amp; HR Executives at chandigarh interested candidates can contact us 7307608220, 9878090586",Miscellaneous
Were the officers  in charge sleeping all these months?? After waiting for 2 hrs in the queue no work was done! https://t.co/RtcEPzzigj,Displeasure
"2 days back my sister did 25k IMPS to me, amnt debited, confirmation msg recieved,amnt still not credited.IMPS means urgent @HDFCBank_Cares",Displeasure
@HDFCBank_Cares I have put a request to change my billing address of my credit card and today I got a SMS frm ur side dat I can't be changed,Miscellaneous
@narendramodi @arunjaitley @RBI @HDFC_Bank @HDFCBank_Cares  What's the hell is going on ??? https://t.co/v2MOwCgRdj,Displeasure
@TheOfficialSBI I do not hav Net Banking facility regd. My home branch is in other city. Can't u find txn ID yourself if I provide details?,Miscellaneous
@ICICIBank_Care why no one giving me cash for a cheque at sector36 d chandigarh from my account now . Hello please help icici.,Displeasure
@SaraswatBank @SVC_Bank @bankofbaroda Banks working tomorrow?,Miscellaneous
@TheOfficialSBI Aurangabad is big trade city rather defensive Plz be actionable,Displeasure
Hi @HDFCBank_Cares I am back GIMME MY MONEY PLS THANKS,Miscellaneous
RT @Susmita05787706: @TheOfficialSBI hello can I ask something?,Miscellaneous
@AxisBankSupport I cnt activate Axis Mobile app;Error Msg-Generic Failure/SMS NOT SENT;I tried 4m differnt netwrks n phnes with registrd no.,Displeasure
"Given the #banking experience provided by @HDFC_Bank or @TheOfficialSBI or any other bank, it's understood, why it pays to remain unbanked.",Displeasure
@HDFCBank_Cares In these times of dire need HDFC BANK failed to provide cash to customers and general public. What is the use of such banks?,Displeasure
"1/2 @RBI @TheOfficialSBI  SBI dealing with third party, they are accepting currencies only if you have a ""form"" ....",Displeasure
